Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,nice little mint pricey,like better regular altoids theyre even costly youd better like
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,altoids mini mint tin,little tin sugar free mine mint great dealthere perfict gofifty mint per tin right amount cary alongand safer teeth one sugarthe price twelve dollar resonablealso great shareingif looking mint try onesyoull glad
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,altoids smallswintergreen,prosbr packaging shipping pricebr sold year expiration date enough eatshare 9 boxesbr fresh like regular wintergreen powdery form real mintbr br con none
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,sugarfree,careful eat many one day one chemical laxative lololol
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,tasty,mint really strong great taste also convenient size carry pocket purse
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,mint awesome,huge supply im still working plenty spare much effective buying one grocery store 711 every time want mint
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,altoids small,even small container dont fill little tin le half filled price charged seems ripoff exotic ingredient costly gold contained tiny square cereal ploy filled factory settled transportbr manufacturer honest dealing
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,love reusable container,love use empty container medicineadvil purse desk suitcase also line felt keep earring perfect little size disguise small valuable traveling love mint tiny powerful without burning mouth
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,altoids,received shown mother law like walgreens quit carrying great could get amazon
204,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,1316908800,huge hit office,keep case office always least tin two desk visitor help folk stop grab mint others pop like candy meet find someone keep coming back give tin one coworker asked save tin could use pillbox safety pin box like said theyre real hit since wouldnt able keep hand candy dish good alternative around nice around garlic lunch gave item 4 star arent tasty sugar version mint sugar free item good full sugar counterpart fact tin wrapped plastic seems like waste irritating remove although totally get wrap still doesnt make easy deal
205,B0028C44Z0,A2RMYCQIST622H,Dan,1,2,5,1322438400,love em theyre great,tiny altoids great quick breath freshening small box great portability full compactbr br havent run yet probably wont couple month cant wait buy
206,B0028C44Z0,A27D5IRAIGLOG5,Texan Gal,1,2,5,1271635200,love,loved wintergreen altoid small much come write review packaging small convenience altoids smaller well square shape blue hue even delicious taste opinion definitely prefer regularsize altoids continue purchasing highly recommended
207,B0028C44Z0,A5F7YR0G7H9HR,Ma J. Vargas Peña,0,1,5,1315180800,fresh,fresh scent taste easy eat one tin hour use favor everyone loved
208,B0028C44Z0,A2E0MNOYZI00VW,Deborah Laux,1,3,5,1314662400,wintergreen,hard find wintergreen small sugar free store red small peppermint common flavor wintergreen refreshing absolutely delicious driving cross country someone cut turn daughter hand say wintergreen pull one put hand right world
209,B0028C44Z0,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,3,1,1314489600,dont breath mint,nothing like regular altoids breath mint pleasanttasting little candy cute convenient tin thats far go mintiness strong wintergreen definitely weaker peppermint mini im dragonbreath person still one mint small effect breath four five freshen breath short maybe 15 minute point think icebreaker frost mint best sugar free breath mint
210,B0009XLVGA,A3S84SEN2Z6DZU,"EJ ""Seayhorse""",2,2,5,1299283200,better average expensive average,fed cat lot stuff 2 boy cat picky eater loved purina loved nutro loved iams love whatever feed thembr br review based affectionate owner love certain age instructed vet consider senior food lower carb food catty fatty tried type food evinced change made litter superstink small kibble cat barfed didnt chew swallow itbr br felidae done trick problem speak consistent litter bearable nose cat love kibble sized appropriate chewing here kickerbr feeding cat felidae demeanor improved coat super soft lush new improvement directly attribute food loyal felidae consumersbr br additionally absence corn product feed seems lessen remove reaction friend catallergies
211,B0009XLVGA,A2U3Z5S70AE80V,Margaret,2,2,5,1267920000,cat love,started cat felidae platinum 3 week ago love shes older cat somewhat overweight grouchy temperament first mixed previous food figured ate felidae left old food shes felidae ten day old food entirely much sweeter happier cat think must agree better easily digested something case happy purchaser felidae dont agree previous reviewer cat dont like clearly mine
212,B0009XLVGA,ATHUN0PJ0MG0P,"R. Cross ""LVWolfman""",1,1,5,1315008000,great fat cat senior citizen,three cat youngest eleven year old another fifteen oldest well ancient vet told u ten year ago youngest blob lay look like footstool two arthritic skinnybr br since success canidae platinum senior dog figured wed give try cat id low ash purina one urinary tract formula entire life thankfully ut problemsbr br buster youngest still blob six month plus felidae senior overweight cat however two much active tell really feeling better since changed food felidae even prissy ancient one started play tease dog getting chase purina one wanted sleepbr br think get cat fairly early weight problem itll effectivebr br however glucosamine certainly help older fur ball happier life
213,B0009XLVGA,A2LWOW7SO2QPML,JHexatthewheel,0,1,2,1310515200,nearly killed cat,much good thing worked kibble time slowly shifting percentage felidae national junkfood brand bowl natural time cat couldnt keep mess weve moved
214,B0009XLVGA,A1NHQNQ3TVXTZF,"Desert Girl ""chrissylovesherhusband""",3,10,1,1220227200,changed formula make cat sick,canidae felidae also changed formula cat like change come food change without putting label noticed color food changed smell notice also reviewd canidae happened time dog issuesbr br prior change food almost lost two cat moved new home cat get upset change enviorment loud noise stop eating depends cat two stopped eating lost lot weight took vet took month get back normal year since better formula food changedbr br started noitce eating much started bug u asked shop owner feed store knowledge change food wasnt customer yelling dog food making dog sick right away changed cat food started chowing havent suffered one bit like dog havebr br cat sensitve animal change thier food could cause stop eating anyone thinking purchasing food 5 rescued fixed cat none picky eater change formula could death found change formulabr br urge anyone problem go consumer affair website also fda website write letter let know affected animal canidae care change affected animal tell buy horrible
215,B002TDK0VK,A3FU8FVBZ8ZODD,D. Anthony,0,1,4,1320796800,best case,dont buy order case cant even remember first time tasted anchovy stuffed olive tried several brand online brand favorite
216,B002TDK0VK,A24HJWXL3LHULM,scott Smith,0,1,5,1289865600,looking different flavor,order olive lot unlike olive subtle flavor brine go great cheese one favorite appetizer treat guest
217,B002TDK0VK,A3GRP8QRFGDH8T,Technically Proficient,1,4,1,1296086400,price correct,hey description say 360 gram roughly 13 ounce 400 per way approximate price 100 gram
218,B0040WAG7Q,A19SDJ2TSSL8HI,K. McGee,0,0,3,1347667200,hotspicy mccormick brand,husband kind wimpy come hot thing seasoning bit spicy u definitely make sweat bit youre eating still edible u adding good sized dollop sour cream dont think would buy due heat prefer milder mccormick brand fajita mix ive also fajitas couple different restaurant wasnt spicy mix isbr br like super spicy burning hot might want keep mind medium hot muchbr br gave three star pretty easy make versatile could vary veggie put take plastic bag couple tb vegetable oil 14 cup water mix seasoning water oil together add chicken strip bag let marinate 5 minute meantime say stir fry veggie pepper onion found easier cook chicken veggie together dont think affected quality taste also used extra virgin olive oil rather vegetable oilbr br one package use next time im going add veggie maybe chopped tomato cut heat bit
219,B001EO5ZMO,AW497M5SEXAPQ,Neal Pollack,5,5,5,1266105600,ahmad loose imperial blend tea great price,friend whod drinking tea 80 84 year introduced tea month ago even took store bought pound 7lb retail store little 9 shipping online merchant think great ive drinking earl grey english breakfast irish breakfast lapsang souchong assam etc 30lb shipping aside lapsang souchong think great replacement rest everything im looking strong fullbodied black tea enough character keep becoming boring current favorite afternoon tea unless youre extremely jaded tea snob youll love
220,B001EO5ZMO,A3KQ1480MHXXCW,M'ville,3,3,5,1272412800,nice tea,love strong full bodied quality tea typically drink assam irish breakfast early grey tea reviewer noted price per pound discouraging searching quality full bodied tea wasnt bitter palatable price point certainly fit bill unlike tea tend better one form another ie iced v hot tea excellent form would certainly recommend anyone prefers smooth full bodied quality tea doesnt cost arm leg
221,B001EO5ZMO,A8D27L5Q5BLRC,K. Kwan,0,0,5,1350864000,fragrant tea,drink tea plain without sugar milk pleasant aromabr br price amazon cheaper local grocery store one reviewer right think herbal smell make aroma label imperial blend kind implied herbbr br exactly black tea drinker tea surprise affordable usually prefer white chinese tea like white peony expensive requires lower temperature water black tea aroma kind remind softness white tea
222,B001EO5ZMO,A1C5SHU81SRARN,Sophia T,0,0,5,1310688000,best ahmad tea,ive tried variety ahmad tea particularly like brand easier come across imperial blend believe complex yet well balanced one ive tried full body like good cup assam mean overpower delightful clean taste darjeerling complete long lasting note bergamot enjoy best evening give satisfying relaxing finish busy daybr br interested specific use 3 teaspoon lose tea stainless steel infuser 16 oz mug let steep 208f water 23 min take infuser drink without sugar milk savor sophistication
223,B001EO5ZMO,A3JP1UJAF8YY0F,Irish Stu,0,0,5,1308009600,favorite tea,tried literally dozen tea since introduced russian custom preparing drinking tea ahmad imperial blend probably favorite due fact equally delicious hot iced buy threepacks needed amazon go rapidly family love friend home try one box love
224,B001EO5ZMO,A8XEEORIXJNZL,Joseph Emmanuel,0,1,5,1330819200,best tea ever,excellent tea one best ever especially great prepare samovar
225,B001EO5ZMO,A3A4GAPXRX5SHM,markiz,1,3,2,1282435200,real tea,herbal additive blend destroy real tea taste people like herbal taste dont
226,B001SATU8E,A1CR1DS15Z7XO1,Tiff D,0,0,4,1264377600,delicious,make tasty super easy meal fast high caloriesbr br instruction say saute veggie first recommend cooking chicken first chicken take longer cook raw chicken ontop veggie make slimy mess made snow pea carrot dont like little corn added red pepper flake heat served ontop rice came wonderful dinner table le 30mins
227,B007JFV6RK,A2WQBT7RS1HSSU,"Wade Jackman ""wpjackman""",1,1,5,1346025600,best bloody mary mixer,think tried every bloody mary mixer market one time much sugar worst corn syrup mixer natural ingredient tasty little kick enjoy
228,B007JFV6RK,A3LCMQ815MBJW9,Patty,1,1,5,1338163200,best,might little spicy stuff rock use 12 and12 v8 milder version best bloody caesarbr half mix half clamato
229,B007JFV6RK,A2UC5JUVHIF80L,Abendago,1,1,5,1334016000,mcclures bloody mary mix,took one two get used pickle taste aim hooked keep bottle hand
230,B001L4ELRW,A1AK335P17JXL0,Victoria Brown,0,0,1,1345593600,good,candy described middle almost hard silky smooth filling describedbr look taste like way past expiration datebr would never reccommend paid good chunk cash nothing
231,B003SO503C,A2ODZ3CH8PMYTL,Nanette,0,0,5,1347235200,love tea,started drinking power slim tea hcg diet help curb craving since liked well tried others hooked satisfying drink time energy give extra pickmeup afternoon help keep going day matter long
232,B003SO503C,A3OXRFCJI67IMN,Bold Consumer,0,0,5,1333843200,really nice taste,im trying several wu yi tea like one particularly subtle citrus taste also natural sweetnessbr br ingredient include organic wuli cliff oolong tea 700 mg organic black tea 600 mg organic green tea extract 100 mg proprietary blend 600 mg plus ginseng panax orange peel lemon grass guarana ingredient natual orange citrus flavorsbr br goal drink tea le coffee enjoying trying different kind tea every day ill coming back one
233,B003ZFXJDW,A2HL6876LDPJIM,flageolet,0,0,5,1343692800,give watermelon citron sea salt,live without citron falksalt wonderful watermelon fish almost food requiring salt world try red juicy watermelon wonderful experience
234,B003ZFXJDW,A2KPPGFMPD20M6,Linda Albert,0,0,1,1343692800,furniture polish taste,terrible artificial lemon taste like pledge lemon furniture polish dont use plain flake salt fresh grated lemon zest
235,B003ZFXJDW,AJ94Y22SUFCGU,Gwenhwyfar,0,1,5,1303257600,big tub salt,thing huge love way crystal crunch flavor overpowering subtle lemony flavor favoriteits good almost everything youll plenty flavored salt long time buy
236,B001HTL6CY,A1KLA02LZXAT46,Dandelion,0,0,2,1302307200,taste neutral quantity deceitful,taste white cheddar flat bread like regular cracker bad except bought wanted cheese tastebr br huge disappointment misleading packaging box photo box bought store make look like full long flatbread expanding length width box wrong plastic tray hold cracker 2 smaller around leaving 15 small flatbreadsbr br also bad company state use biodegradable ecofriendly packaging fail used huge box ridiculously small amount cracker ecofriendly allbr br would buy feel ripped cracker like sesame tarragon give littlebr bang buck flavor
237,B000WFRMRW,A2GN6W82DZNUN8,jackman,0,0,5,1341878400,eukanuba puppy small breed dog food,ultimate puppy food kibble great small breed high digestible nutrient opposed filler company use le waste result high quality ingredient hunting training showing handling various breed dog nearly 40 year multiple national champion highly satisfied eukanubas quality result obtained feeding food recent purchase wag amazoncom price best found good shipping immediately item stock
238,B000WFRMRW,A3Q7QBDSAZ670I,B. Barnett,0,0,4,1331251200,high quality gave dog wicked gas,recommendation bought puppy lhasabichon mix lhasapoodle mix continue food since weaned somewhat expensive food cant say terribly pleased loaded stuff headed homebr br let say small dog never seen gas issue consistently foul gas consistently usually theyre sitting lap know theyre dogsbr br got first bag stuff purchased amazon great price since got 40 lb bag price think 15 lb bag petco continued gas mean loved food dont get wrong loved wed mix water would like soft food somehow made gas worse think ill give responsible speed chowed cant blame food gluttonybr br eventually switched food farting think due high fat content undoubtedly necessary small puppy need diet think advised keep much longer useful said 1 year yeah right try dealing gas long around 6 mo age switched puppychow much better granted dont like much human like whole lot better
239,B001EO5ZME,AF72GTWZGAC61,Pinkhat,0,0,5,1330387200,great tasting green tea great deal,delicate green tea smooth light taste subtle floral tone bitter aftertastebr br 20 year drinking ahmad tea even disappointed superb quality ahmad tea remained consistent throughout yearsbr br happy find ahmad tea available thanks amazon store carry area quite mile away current deal pack 6 superb much cheaper find locallybr br great tasting tea happy recommend
240,B0093NIWVO,A1JT114SOITFFO,Dan & Eileen,0,0,5,1350691200,omg best chocolate jelly belly,fresha great way get little chocolate life without million calorie taste like chocolate pudding
241,B001EO5ZMY,AF72GTWZGAC61,Pinkhat,3,3,5,1330732800,excellent loose tea,like ceylon tea variety certainly enjoy appreciate teabr br happy find ahmad tea available thanks amazon surprised negative review 2009 20 year drinking ahmad tea even disappointed superb quality ahmad tea remained consistent throughout yearsbr br current deal pack 4 good cheaper find locallybr br highly recommendedbr br note listing description confusing packet tea weighs 500 gram equal 11 pound 176 ounce
242,B001EO5ZMY,AOSK1PLKNT64,Mrclouky,1,1,5,1323820800,good anytime hot tea,ive enjoying tea year tea good morning afternoon evening local store went buisinessthanks amazon use bodum tea press prepare pot
243,B001EO5ZMY,A1DAHZRJTX5X1Z,Erfan,1,1,5,1302739200,everyday cup tea,hi black tea everyday done past 25 year habit mine ahmad tea one favorite brand highly recommend like black tea think going remain favorite next 100 year
244,B001EO5ZMY,A7WE8ZWEJG34E,Kapitoshka,2,3,4,1272499200,get store,tried despite review found exactly tea buy either russian italian grocery
245,B001EO5ZMY,A1W4LZ4VZDF29Y,"Guy S. Painter ""gspainter""",0,0,4,1275091200,ahmad tea,ahmad tea excellent looseleaf tea eith hot making iced tea great flavor lingering aftertaste
246,B001EO5ZMY,A3E81HFGNME65J,suave,1,9,2,1245456000,disappointed,ive drinking tea past 8 10 year usually buying box two visiting large metropolitan area many middleeastern store carry loose ahmad tea usually 57 pound box ive always considered unremarkable robust tea enough aroma taste beautiful reddish color perhaps good enough tea drink decent base mixesbr tea however nothing sort freshly opened package almost characteristic tea smell brewed tea weak flat tasteless somehow seem product anymore get lot tea money quality might well drink lipton bag much worse
247,B007TFONH0,AMRNVZKWF6519,confettissimo,1,1,5,1338508800,wonderful,love love love deal way fun pick many tea chocolate cider well many coffee outfit assemble sampler boring choosing much narrower range seller nice also answer question via email slightly confusing ordering method easy want great packaging forget ship fast kups tossed loose box care
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,best way buy kcups,youve tried random sampler pack overloaded decafsextra bold tea great way get exactly brand style want received order couple day exactly ordered second order ill ordering item
249,B007TFONH0,A3ICO2ROSXHIPM,tightwad,0,0,5,1340755200,delicious,good product fast shipping equal happy little pricey hand pick good flavorsa cant find anywhere else def worth price
250,B000GGKQSO,A1OE23J37ZPDXE,Donald Edward Liberman,0,0,5,1270944000,keep dentest chair,used daily basis keep gum healty teeth clean free plack
251,B007J32WX4,A3957BBBNL1TLJ,Susan Hannon,2,2,5,1334361600,super superfoods super easy,wow product impressive bought 8oz blueberry pleased packaging price shipping powder dissolve instantly even water ive mixing 14 tsp small glass water drinking taste great add smoothy juiced fruit juice next product economical compared purchasing fresh blueberry especially waste due mold overripe berry thrown away think could add baked unbaked food well im excited add superfoods diet fast easy way definitely trying flavor soon
252,B0017129DC,A2EPNS38TTLZYN,tedebear,0,0,3,1312675200,pok chop,pork chop omaha steak tasty time exceptionally dry pork usually dry meat extreme possibly shipping frozen keeping frozen partly problem
253,B0002567IW,A1SSKFPX72MSMR,"Janna M. Sicard ""missjanna""",0,0,1,1344556800,sad outcome,five minute one tentacle bitten ball inside cracked half durable enough dog toy disappointed dog
254,B0048IC328,ATY9Z65HYE0W6,mrsmaverick,0,0,4,1346889600,best energy shot,chemical sensitive well sugarfree using product year use maybe week drink 12 bottle boost energy hour two depending feel imo doesnt replace coffee sweet early afternoon start fade drink full bottle workout ive drinking guayaki yerba mate tea year compared many toxic energy booster highly recommend product clean doesnt leave nasty chems behind body try judge review everyones body reacts differently
255,B0048IC328,A1W867A8DSHFHC,no name,1,3,1,1339804800,dont waste money,felt energized within five minute lasted 45 minute paid 399 drink could drunk cup coffee saved money
256,B0048IC328,A375ZA7IJH2ZGQ,Jihan S.,3,7,2,1317772800,cant handle caffeine,yes probably healthier 5hour energy starbucks shot youre looking avoid caffeine overload still energy drink made w high dosage caffeine believe caffeine content 1 guayaki shot 150 ml probably lower unhealthy energy shot drink believe people avoid top brand bc contain much caffeine andor sugar react well caffeine guayaki good buy either definitely feel energy boost w 1 full guayaki shot w caffeine side effect irritability nervousness moodswings caffeine overdose stopped drinking coffee look even organic energy drink still safebr br youre sensitive caffeine great buy loaded w sugar taste easy pleasant loaded w bunch chemical like 5hour shot starbucks drink energy boost last 4 5 hour take 5 7 minute kick probably depends bodyweightbr br side note want feel energized day protein drink first thing morning stay away heavy fattening food day make feel sluggish sleepy
257,B0025WIAN0,A2WT4IIHNFJGYT,Diana KD,0,0,5,1347321600,yum yummy yummier,nature valley nut lover variety pack perfect although wasnt sure peanut butter bar excellent loved roasted almond roasted pecan peanut butterbr br definately buy seller quick shipping fresh
258,B00821UN4M,A332AAPB4P75L4,Heather Crimson,2,2,1,1348099200,reek like chemical,wish would read review purchasing two gallon oil health issue reek like chemical rubber smell smell coming black rubber gasket lid called report situation company sabrina told would pay send sample tested lab unbelievable good customer service would indicate would pay product returned give full refund including shipping product faulty period never order anything company recommend anyone based horrible customer service lack responsibility ownership
259,B00821UN4M,A3MQSTAAJSUGF9,mommy11,1,1,2,1345161600,disappointed,product strong aftertaste crayola crayonsbr br process trying different brand coconut oil cooking purpose upon opening plastic container aroma crayon immediately fill room flavor permeates food cooked itbr br suspect source problem plastic used plastic container experienced brand purchasedbr br date favorite coconut oil distributed barleans flavor fantastic however supply gallonsized tuband dr mercola best product size category
260,B00473RWXY,AE508CW7ON3EP,armommi,0,0,5,1348444800,great glutenfree lifestyle,shipped sister follows glutenfree eating plan report versatile easier grinding almond crispy crust chicken fish filet also us place bread crumb meatloaf meatball stay moist added place wheat flour baking good product good value
261,B002MV23XM,A2M6O8YORUA8PW,Shirley Sacks,1,1,5,1337040000,dog love,healthy mixed llasa tibetan terrier adores healthy breath doesnt smell teeth good shape product great healthy product
262,B002MV23XM,AQ7QJ1GWE2BSR,"Alydar ""alydar""",1,1,5,1298592000,yummy,great healthy chew 9 wk old beagle rio love taste sure beat arm
263,B000LKZK7C,A3AER90E4ZWVN6,Al Abubakr Douglas,2,2,5,1196726400,sugar raw,really enjoy product hard time finding affordable store found look sugar use thanks much
264,B000LKZK7C,A25YQEBU2FAD3M,Scott Dixon,4,5,3,1295222400,manufacturing problem diminish product,used liked sugar raw many year introduced starbucks recent purchase however disappointing sugar lighter color crystal size maybe 14th regular size large crystal something always really liked sugar raw enhanced quality mixed drink latte called hotline complain told problem recent sugar crop result le molasses sugar many complaint similar nature claimed also reduced crystal size said problem go away newer crop representative said newcrop sugar 610 digit date code without space end 1 letter trailing digit date code using julian calendar recent badpurchase space initial sequence number ended 51a bottom line current product much better much cheaper product get better crop ill go back purchasing sugar raw
265,B000LKZK7C,A1T14KXM4GH14A,Karen Keauhou Chun,6,8,5,1339804800,good product terrible agricultural practice,sugar rawtm please harvest cane wo burningbr delivered hcsbr dear sugar raw folksbr br buy product care environment wed like know care burn cane field maui add co2 worsens climate change smoke burning damaging lung worker worker child resident mauibr br love product want change noburn harvesting continue buy knowing arent contributing global warming lung diseasebr br
266,B000LKZK7C,A1H9VU1FACOXLN,LK,1,1,5,1228089600,sugar raw,love sugar also get muscavado sugar great use place regular white sugar recommend
267,B000LKZK7C,AWJ1Z81HHB0MY,Zots,1,1,5,1217635200,sugar raw,product exactly advertised saving least half retail price easy store individual packaging
268,B000LKZK7C,A2NP8RNW9T5BQF,A. Brazhnykova,0,0,1,1343952000,lie,used buy sugar year eat much sugar still sugar called turbinado sugar misleading picked brand say real turbinado sugar brand local food store sugar brown colored caramel somethingbr br find needed sweet water day ago put sugar raw glass water became brown bottom glass got pure white sugar crystal shame producer u try put sugar mouth second spit pure white crystal wellbr br im wondering consumer hold company liable practice
269,B000LKZK7C,A2JRK3K99168A1,djn,0,0,4,1336089600,sugar,sugar raw flavor profile much better white sugar suppose better something wish bag resealable
270,B000LKZK7C,A1L4RDILGM7D9E,Paula,0,0,4,1312934400,excellent perfect,delicious sugar pretty light brown color delicious aroma granule quite big however bigger plain refined sugar make difficult cream butter sugar together use recipe melt sugar first baking use brew beer plan boil melt great product would perfect sugar granule bit finer
271,B000LKZK7C,A2VUB6YYTF234O,Anel Lopez,0,0,4,1302739200,good product,use raw sugar seem little smaller normal crystal still good buy
272,B000LKZK7C,A21BLUM0I2Y3MW,Chipper,0,0,5,1297814400,youll never use white sugar,sugar good use coffee cereal etc week youll never go back white sugar white sugar taste terrible plus ive read raw sugar contains lot mineral missing dietsbr br product delivered fast wellpackaged complaint price wish could find raw sugar cheaper would happy buy bulk cheapest found
273,B000LKZK7C,A1VKNACW03M5H7,Patilo,0,0,3,1296950400,thanks review scott,thought great buy noted scott molasses content par loved higher molasses content sugar raw unfortunately purchased recently higher molasses content twelve 24 ounce bag guess ill watch next crop
274,B000LKZK7C,A2582KMXLK2P06,B. E Jackson,0,0,5,1296777600,great,really love sugar pricewise much cheaper buy amazon compared anywhere else
275,B000LKZK7C,A34HSMRAQY5XKX,"Nori Silverrage ""Nori""",0,0,5,1285718400,awesome sugar,love sugar taste much better isnt overly sweet tasting regular sugar weve used quite baking item always turn good price amazon set good make easy use everyday stuff
276,B000LKZK7C,AUUWUS51SMMT4,R. Symansky,0,0,4,1260835200,great product weak packaging,cant say anything bad sugar raw like better natural sugar better consistency know doesnt matter better color unfortunately one natural paper bag got torn bit box didnt look like box damaged cant tell happened sort pain clean half bag spilled inside box kitchen opened sure solution id order happens id switch one brand ship unnatural plastic bag
277,B000LKZK7C,A1YZV2UY0QDZTX,"Loves to Cook ""Loves""",1,2,5,1253750400,excellent,great service item arrived faster expected efficient use seller highly recommend seller thank excellent service
278,B001D07IPG,A3QN14A5DGUA0U,J. Kraayenbrink,0,0,5,1343692800,excellent gf,please ignore onestar comment check bag main ingredient fact whole grain brown rice second rice flower anything gluten free add another binder corn flour come someone celiac disease sunchips contain wheat key binder chip cookie cereal excellent product spouse buy lot gluten free absolutely delicious
279,B001D07IPG,ABHXONN9HSUZI,AmandaEve011,0,0,5,1315353600,amazing,best flavor ever im addicted good far best could live need anymore say
280,B001D07IPG,A3OM7Q1IVAGLUW,Pertigal,0,0,5,1275436800,tasty chip,many healthy product dont taste good taste good first try go downhill ive chip one occasion tasty ive served guest twice time wanted know get also nice something glutenfree friend borderline diabeticbut would eat anyway
281,B001D07IPG,A3BUE5AHX4M0FS,"P. Clermont ""learning God's word""",0,0,5,1272326400,yummy,found crisp local walmart figured would give try yummy may never go back regular chip big chip fan anyway problem eat entire bag one sitting give crisp big thumb
282,B001D07IPG,AQX8FF2YCO3J7,"Little D, Nigel, and Oliver's mom",0,0,5,1247529600,excellent taste,one best tasting crisp ever eaten buy special occassions know ill eat whole bag
283,B001D07IPG,A27UE9HJRZ22YI,"Louie's Mom ""Compulsive Reader""",0,1,1,1280880000,priced chip lack rice taste,paid 179 2 ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredient name deceptive masa corn flour listed ingredient overwhelms taste wont buy get sunchips le money similar taste
284,B000H13270,A3MBRJ5X24GXM9,sadhaka,3,4,5,1283817600,rotel save daily basis,use rotel mild love product muchit save daily basis youre trying cook lower fat healthier food hurry stuff make much easier ever notice canned tomato weird tin taste make spagehetti sauce whatever reason product doesnt taste good dump bean heat eatbr br add chili powder chili soup also make indian dish spicey spaghetti sauce also prefer canned salsa work thing like quesadilla drain liquid offbr br none local grocery store carry carry anything like pay amazon inflated price order case dont like im paying higher price love love love product
285,B000H13270,A3J6I70Z9Q0HRX,Lindey H. Magee,1,3,5,1261785600,fabulous amazon,price product certainly raise attention compairing amazon price local store get rotel local kroger 1 dissapointing
286,B000H13270,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,4,3,1221177600,expensive,howdy yallbr br actual product good id rate item 4 however one dollar local grocery twenty eight dollar per twelve pack running almost two half dollar eachbr br said expensive sigh really hoping get something approaching local costbr br take carebr lee
287,B000H13270,AVQIRN6E7J7UA,imdebra,0,4,3,1280534400,mild enough lol,nothing wrong product sure mix lot ingredient make edible texas called babymouth spicyhot foodsbr br comparison im comfortable tostitos medium chunky salsa 1 milder rotel mixed 2 slightly larger can diced tomato still way hot use salsa chip used make sort southwestern cornbread good though
288,B001UJEN6C,A1XM65S80UQ2MD,Joseph Kagan,13,13,5,1276214400,great natural energy,fantastic product wish readily available store taste greatest 25 oz shot gone second taste le like concentrated sweet tea record ive 5 hour energy taste far worse put taste result got 150mg caffeine equivalent big red bull monster cant stand sucralose sugar substitute one shot sized energy drink sugar sugar 9g isnt horrible used drink 4 16oz red bull day caffeine give far better energy much subtle preference black coffee cant drink 812 cup day anymore overall steaz right real organic ingredient moderate amount create big result
289,B001UJEN6C,AFUMZHRZJG0H0,Wonder Woman 89,6,6,5,1280188800,like stuff,get really early work work get super tired middle afternoon drinking one 5 hour energy usually extra strength day worked well gave jittery feeling almost headachy quite husband got try skeptical work well better 5 hour energy doesnt give jittery almostheadache feelingbr br dont mind tasteit reminds inside fig newton mmm price ok amazon anyway grocery store almost 3 yikebr br organicso feel good right feeling good
290,B001UJEN6C,AIW47KAXVTR0X,"C. Williams ""will5927""",7,8,5,1268092800,great energy,bought husband said best energy shot take one morning work hard day good stuff
291,B001UJEN6C,A1R2P21ZYNJCFJ,"Mare Laden ""Mare""",6,7,3,1258675200,sure,energy junkie im sure work know taste greatest drink steaz energy drink think get result like product natural others
292,B001UJEN6C,A37AO20OXS51QA,"Roderic Rinehart ""Roderic""",3,3,5,1311292800,best energy shot smooth organic,want organic energy shot choice one steaz assorted flavor guayaki guayaki yerba mate actually steaz energy shot energy drink use sambazon acai similarity ingredientsbr br great energy burst 4 hour steaz energy shot withdrawal headache afterwards plan drinking one every day lunch work help cut iced coffee helping calorie intakebr br already ordering 12packs subscribe save 2 per month great value
293,B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,3,3,5,1299024000,fantastic natural energy,looking natural energy shot work found steaz energy shot favoritebr br recently gastric bypass surgery ton sugar nono im also allergic sucralose splenda energy drink outbr br tried bazi energy shot didnt work well steaz definitely didnt taste well taste thats almost like cocacolanot bad allbr br youre looking natural energy give try
294,B001UJEN6C,A2VBZOK3SVSDWA,Jennifer Gray,3,3,5,1294790400,way better guayaki,tried guayaki energy shot dont like taste either one natural caffeine taste much better like cold sure husband take road trip little cooler ice water dont make stop coffee especially turnpike way expensive worth per shot normally split im really sensitive caffeine even natural kind get little weird drink whole thing thats coffee husband drink whole shot get nice wake boost would recommend sinthetic shot feel good putting body ill ordering soon sure
295,B001UJEN6C,AREOHWLWVX0A8,John Erikson,5,6,3,1259971200,doesnt taste good provides energy,purchased sale term energy provides work taste leaf something desired tried mixing water make drinkable
